1991;# doc = ahscomments.2.txt;;;;;;;;;;;;;;;;
1992;# speaker = Арина;;;;;;;;;;;;;;;;
1993;# sent = 141;;;;;;;;;;;;;;;;
2046;;машина;МАШИНА;S f inan nom sg;;;Чуть _машина_ не упала .;а;н;и;ш;а;м;S;МАШИНА;S f inan nom sg;А
2047;;не;НЕ;PART;;;Чуть машина _не_ упала .;е;н;;;;;PART;НЕ;PART;Е
2048;;упала;УПАСТЬ;V pf praet sg indic intr act f -;;;Чуть машина не _упала_ .;а;л;а;п;у;;V;УПАСТЬ;V pf praet sg indic f -;Ь
2049;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2050;;;;;;;;;;;;;;;;;
2051;# sent = 149;;;;;;;;;;;;;;;;
2052;;Ужас;УЖАС;S m inan nom sg;;;. _Ужас_ .;с;а;ж;у;;;S;УЖАС;S m inan nom sg;С
2053;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2054;;;;;;;;;;;;;;;;;
2055;# sent = 150;;;;;;;;;;;;;;;;
2056;# speaker = Арина;;;;;;;;;;;;;;;;
2057;# sent = 151;;;;;;;;;;;;;;;;
2058;"<distinct form=""";;;;;;;;;;;;;;;;
2059;<dist>;Нууу;;;;;;;;;;;;;;;
2060;""">";;;;;;;;;;;;;;;;
2061;;Ну;НУ;INTJ;;;Нууу _Ну_ , конечно;у;н;;;;;PART;НУ;PART;У
2062;</distinct>;;;;;;;;;;;;;;;;
2063;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2064;;конечно;КОНЕЧНО;PARENTH;;;Ну , _конечно_ , такая молодец;о;н;ч;е;н;о;ADV;КОНЕЧНО;ADV -;О
2065;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2066;;такая;ТАКОЙ;APRO - nom sg plen f -;;;, конечно , _такая_ молодец .;я;а;к;а;т;;APRO;ТАКОЙ;A - nom sg plen f -;Й
2067;;молодец;МОЛОДЕЦ;S m anim nom sg;;;конечно , такая _молодец_ .;ц;е;д;о;л;о;S;МОЛОДЕЦ;S f anim nom sg;Ц
2068;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2069;;;;;;;;;;;;;;;;;
2070;# sent = 152;;;;;;;;;;;;;;;;
2071;;Очень;ОЧЕНЬ;ADV -;;;. _Очень_ хорошая женщина .;ь;н;е;ч;о;;ADV;ОЧЕНЬ;ADV -;Ь
2072;;хорошая;ХОРОШИЙ;A - nom sg plen f -;;;Очень _хорошая_ женщина .;я;а;ш;о;р;о;A;ХОРОШИЙ;A - nom sg plen f -;Й
2073;;женщина;ЖЕНЩИНА;S f anim nom sg;;;Очень хорошая _женщина_ .;а;н;и;щ;н;е;S;ЖЕНЩИНА;S f anim nom sg;А
2074;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2075;;;;;;;;;;;;;;;;;
2076;# sent = 153;;;;;;;;;;;;;;;;
2077;;Ура;УРА;INTJ;;;. _Ура_ !;а;р;у;;;;INTJ;УРА;INTJ;А
2078;;!;!;PUNCT;;;;;;;;;;PUNCT;;;
2079;;;;;;;;;;;;;;;;;
2080;# sent = 154;;;;;;;;;;;;;;;;
2081;;Начало;НАЧАЛО;S n inan nom sg;;;! _Начало_ !;о;л;а;ч;а;н;S;НАЧАЛО;S n inan nom sg;О
2082;;!;!;PUNCT;;;;;;;;;;PUNCT;;;
2083;;;;;;;;;;;;;;;;;
2084;# sent = 155;;;;;;;;;;;;;;;;
2085;# speaker = Арина;;;;;;;;;;;;;;;;
2086;# sent = 156;;;;;;;;;;;;;;;;
2087;;Мне;Я;SPRO sg 1p - dat;;;_Мне_ страшно .;е;н;м;;;;SPRO;Я;SPRO sg 1p - dat;Я
2088;;страшно;СТРАШНО;ADV -;;;Мне _страшно_ .;о;н;ш;а;р;т;ADV;СТРАШНО;ADV -;О
2089;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2090;;;;;;;;;;;;;;;;;
2091;# sent = 157;;;;;;;;;;;;;;;;
2092;;Кто;КТО;SPRO m - nom sg;;;. _Кто_ там сидит спиной;о;т;к;;;;S;КТО;S m - nom sg;О
2093;;там;ТАМ;ADVPRO;;;Кто _там_ сидит спиной .;м;а;т;;;;ADV;ТАМ;ADV -;М
2094;;сидит;СИДЕТЬ;V ipf praes sg indic intr act 3p;;;Кто там _сидит_ спиной .;т;и;д;и;с;;V;СИДЕТЬ;V ipf praes sg indic - 3p;Ь
2095;;спиной;СПИНА;S f inan ins sg;;;Кто там сидит _спиной_ .;й;о;н;и;п;с;S;СПИНА;S f inan ins sg;А
2096;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2097;;;;;;;;;;;;;;;;;
2098;# sent = 158;;;;;;;;;;;;;;;;
2099;# speaker = Арина;;;;;;;;;;;;;;;;
2100;# sent = 159;;;;;;;;;;;;;;;;
2101;;О;О;INTJ;;;_О_ !;о;;;;;;INTJ;О;INTJ;О
2102;;!;!;PUNCT;;;;;;;;;;PUNCT;;;
2103;;;;;;;;;;;;;;;;;
2104;# sent = 160;;;;;;;;;;;;;;;;
2105;;Этот;ЭТОТ;APRO - nom sg m -;;;! _Этот_ мужик из ...;т;о;т;э;;;APRO;ЭТОТ;A - nom sg plen m -;Т
2106;;мужик;МУЖИК;S m anim nom sg;;;Этот _мужик_ из ...;к;и;ж;у;м;;S;МУЖИК;S m anim nom sg;К
2107;;из;ИЗ;PR;;;Этот мужик _из_ ...;з;и;;;;;PR;ИЗ;PR;З
2108;;...;...;PUNCT;;;;;;;;;;PUNCT;;;
2109;;;;;;;;;;;;;;;;;
2110;# sent = 161;;;;;;;;;;;;;;;;
2111;;Из;ИЗ;PR;;;... _Из_ менталиста !;з;и;;;;;PR;ИЗ;PR;З
2112;;менталиста;МЕНТАЛИСТ;S m anim gen sg;;;Из _менталиста_ !;а;т;с;и;л;а;S;МЕНТАЛИСТ;S m anim acc sg;Т
2113;;!;!;PUNCT;;;;;;;;;;PUNCT;;;
2114;;;;;;;;;;;;;;;;;
2115;# sent = 162;;;;;;;;;;;;;;;;
2116;;Прикольно;ПРИКОЛЬНО;ADV -;;;! _Прикольно_ ! вздыхает;о;н;ь;л;о;к;ADV;ПРИКОЛЬНО;ADV -;О
2117;;!;!;PUNCT;;;;;;;;;;PUNCT;;;
2118;"<span class=""note"">";;;;;;;;;;;;;;;;
2119;<note>;вздыхает;;;;;;;;;;;;;;;
2120;</span>;;;;;;;;;;;;;;;;
2121;;;;;;;;;;;;;;;;;
2122;# sent = 163;;;;;;;;;;;;;;;;
2123;# speaker = Арина;;;;;;;;;;;;;;;;
2124;# sent = 164;;;;;;;;;;;;;;;;
2125;;Ну;НУ;INTJ;;;_Ну_ , конечно ,;у;н;;;;;PART;НУ;PART;У
2126;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2127;;конечно;КОНЕЧНО;PARENTH;;;Ну , _конечно_ , вот так;о;н;ч;е;н;о;ADV;КОНЕЧНО;ADV -;О
2128;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2129;;вот;ВОТ;PART;;;, конечно , _вот_ так вот они;т;о;в;;;;PART;ВОТ;PART;Т
2130;;так;ТАК;ADVPRO;;;конечно , вот _так_ вот они сидят;к;а;т;;;;ADV;ТАК;ADV -;К
2131;;вот;ВОТ;PART;;;, вот так _вот_ они сидят на;т;о;в;;;;PART;ВОТ;PART;Т
2132;;они;ОНИ;SPRO pl nom 3p;;;вот так вот _они_ сидят на выборах;и;н;о;;;;SPRO;ОНИ;SPRO pl - - nom;И
2133;;сидят;СИДЕТЬ;V ipf praes pl indic intr act 3p;;;так вот они _сидят_ на выборах и;т;я;д;и;с;;V;СИДЕТЬ;V ipf praes pl indic - 3p;Ь
2134;;на;НА;PR;;;вот они сидят _на_ выборах и молятся;а;н;;;;;PR;НА;PR;А
2135;;выборах;ВЫБОРЫ;S - inan loc pl;;;они сидят на _выборах_ и молятся ,;х;а;р;о;б;ы;S;ВЫБОРЫ;S - inan loc pl;Ы
2136;;и;И;CONJ;;;сидят на выборах _и_ молятся , каждый;и;;;;;;CONJ;И;CONJ;И
2137;;молятся;МОЛИТЬСЯ;V ipf praes pl indic intr med 3p;;;на выборах и _молятся_ , каждый человек;я;с;т;я;л;о;V;МОЛИТЬСЯ;V ipf praes pl indic - 3p;Я
2138;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2139;;каждый;КАЖДЫЙ;APRO nom sg m ;;;и молятся , _каждый_ человек в Америке;й;ы;д;ж;а;к;APRO;КАЖДЫЙ;A - nom sg plen m -;Й
2140;;человек;ЧЕЛОВЕК;S m anim nom sg;;;молятся , каждый _человек_ в Америке .;к;е;в;о;л;е;S;ЧЕЛОВЕК;S m anim nom sg;К
2141;;в;В;PR;;;, каждый человек _в_ Америке .;в;;;;;;PR;В;PR;В
2142;;Америке;АМЕРИКА;S f inan loc sg;;;каждый человек в _Америке_ .;е;к;и;р;е;м;S;АМЕРИКА;S f inan loc sg;А
2143;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2144;;;;;;;;;;;;;;;;;
2145;# sent = 165;;;;;;;;;;;;;;;;
2146;;Вот;ВОТ;PART;;;. _Вот_ так вот .;т;о;в;;;;PART;ВОТ;PART;Т
2147;;так;ТАК;ADVPRO;;;Вот _так_ вот .;к;а;т;;;;ADV;ТАК;ADV -;К
2148;;вот;ВОТ;PART;;;Вот так _вот_ .;т;о;в;;;;PART;ВОТ;PART;Т
2149;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2150;;;;;;;;;;;;;;;;;
2151;# sent = 166;;;;;;;;;;;;;;;;
2152;# speaker = Арина;;;;;;;;;;;;;;;;
2153;# sent = 167;;;;;;;;;;;;;;;;
2154;"<span class=""note"">";;;;;;;;;;;;;;;;
2155;<note>;смеется;;;;;;;;;;;;;;;
2156;</span>;;;;;;;;;;;;;;;;
2157;"<distinct form=""";;;;;;;;;;;;;;;;
2158;<dist>;сэшэа;;;;;;;;;;;;;;;
2159;""">";;;;;;;;;;;;;;;;
2160;;США;США;S - inan gen pl m abbr;;;сэшэа _США_ .;а;ш;с;;;;S;США;S - inan gen pl;А
2161;</distinct>;;;;;;;;;;;;;;;;
2162;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2163;;;;;;;;;;;;;;;;;
2164;# sent = 168;;;;;;;;;;;;;;;;
2165;"<span class=""note"">";;;;;;;;;;;;;;;;
2166;<note>;смеется;;;;;;;;;;;;;;;
2167;</span>;;;;;;;;;;;;;;;;
2168;;;;;;;;;;;;;;;;;
2169;# sent = 169;;;;;;;;;;;;;;;;
2170;# speaker = Арина;;;;;;;;;;;;;;;;
2171;# sent = 170;;;;;;;;;;;;;;;;
2172;;Скажи;СКАЗАТЬ;V pf sg imper tran act 2p;;;_Скажи_ , пожалуйста ,;и;ж;а;к;с;;V;СКАЗАТЬ;V pf - sg imper - 2p;Ь
2173;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2174;;пожалуйста;ПОЖАЛУЙСТА;PART;;;Скажи , _пожалуйста_ , ты бы;а;т;с;й;у;л;PART;ПОЖАЛУЙСТА;PART;А
2175;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2176;;ты;ТЫ;SPRO sg 2p - nom;;;, пожалуйста , _ты_ бы плакала ,;ы;т;;;;;SPRO;ТЫ;SPRO sg 2p - nom;Ы
2177;;бы;БЫ;PART;;;пожалуйста , ты _бы_ плакала , если;ы;б;;;;;PART;БЫ;PART;Ы
2178;;плакала;ПЛАКАТЬ;V ipf praet sg indic f act intr  -;;;, ты бы _плакала_ , если бы;а;л;а;к;а;л;V;ПЛАКАТЬ;V ipf praet sg indic f -;Ь
2179;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2180;;если;ЕСЛИ;CONJ;;;бы плакала , _если_ бы , ну;и;л;с;е;;;CONJ;ЕСЛИ;CONJ;И
2181;;бы;БЫ;PART;;;плакала , если _бы_ , ну ,;ы;б;;;;;PART;БЫ;PART;Ы
2182;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2183;;ну;НУ;INTJ;;;если бы , _ну_ , не знаю;у;н;;;;;PART;НУ;PART;У
2184;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2185;;не;НЕ;PART;;;, ну , _не_ знаю , Дональд;е;н;;;;;PART;НЕ;PART;Е
2186;;знаю;ЗНАТЬ;V ipf praes sg indic tran act 1p;;;ну , не _знаю_ , Дональд;ю;а;н;з;;;V;ЗНАТЬ;V ipf praes sg indic - 1p;Ь
2187;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2188;;Дональд;ДОНАЛЬД;S m anim nom sg persn;;;не знаю , _Дональд_ Трам;д;ь;л;а;н;о;S;ДОНАЛЬД;S m anim nom sg;Д
2189;"<distinct form=""";;;;;;;;;;;;;;;;
2190;<dist>;Трам;;;;;;;;;;;;;;;
2191;""">";;;;;;;;;;;;;;;;
2192;;Трамп;ТРАМП;S m anim nom sg famn;;;Трам _Трамп_ ...;п;м;а;р;т;;S;ТРАМП;S f inan nom sg;П
2193;</distinct>;;;;;;;;;;;;;;;;
2194;;...;...;PUNCT;;;;;;;;;;PUNCT;;;
2195;;;;;;;;;;;;;;;;;
2196;# sent = 171;;;;;;;;;;;;;;;;
2197;;Трамп;ТРАМП;S m anim nom sg famn;;;... _Трамп_ выиграл бы ?;п;м;а;р;т;;S;ТРАМП;S m anim nom sg;П
2198;;выиграл;ВЫИГРАТЬ;V pf praet sg indic act tran m -;;;Трамп _выиграл_ бы ?;л;а;р;г;и;ы;V;ВЫИГРАТЬ;V pf praet sg indic m -;Ь
2199;;бы;БЫ;PART;;;Трамп выиграл _бы_ ?;ы;б;;;;;PART;БЫ;PART;Ы
2200;;?;?;PUNCT;;;;;;;;;;PUNCT;;;
2201;;;;;;;;;;;;;;;;;
2202;# sent = 172;;;;;;;;;;;;;;;;
2203;;Вот;ВОТ;PART;;;? _Вот_ прям;т;о;в;;;;PART;ВОТ;PART;Т
2204;"<distinct form=""";;;;;;;;;;;;;;;;
2205;<dist>;прям;;;;;;;;;;;;;;;
2206;""">";;;;;;;;;;;;;;;;
2207;;прямо;ПРЯМО;PART;;;прям _прямо_ плакать ?;о;м;я;р;п;;ADV;ПРЯМО;ADV -;О
2208;</distinct>;;;;;;;;;;;;;;;;
2209;;плакать;ПЛАКАТЬ;V ipf intr inf act;;;прямо _плакать_ ?;ь;т;а;к;а;л;V;ПЛАКАТЬ;V ipf - - inf - -;Ь
2210;;?;?;PUNCT;;;;;;;;;;PUNCT;;;
2211;;;;;;;;;;;;;;;;;
2212;# sent = 173;;;;;;;;;;;;;;;;
2213;;Ну;НУ;INTJ;;;? _Ну_ , хотя у;у;н;;;;;PART;НУ;PART;У
2214;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2215;;хотя;ХОТЯ;CONJ;;;Ну , _хотя_ у них же;я;т;о;х;;;CONJ;ХОТЯ;CONJ;Я
2216;;у;У;PR;;;Ну , хотя _у_ них же сильно;у;;;;;;PR;У;PR;У
2217;;них;ОНИ;SPRO pl 3p gen;;;, хотя у _них_ же сильно в;х;и;н;;;;SPRO;ОНИ;SPRO pl - - loc;И
2218;;же;ЖЕ;PART;;;хотя у них _же_ сильно в Америке;е;ж;;;;;PART;ЖЕ;PART;Е
2219;;сильно;СИЛЬНО;ADV -;;;у них же _сильно_ в Америке там;о;н;ь;л;и;с;ADV;СИЛЬНО;ADV -;О
2220;;в;В;PR;;;них же сильно _в_ Америке там деление;в;;;;;;PR;В;PR;В
2221;;Америке;АМЕРИКА;S f inan loc sg;;;же сильно в _Америке_ там деление идёт;е;к;и;р;е;м;S;АМЕРИКА;S f inan loc sg;А
2222;;там;ТАМ;ADVPRO;;;сильно в Америке _там_ деление идёт на;м;а;т;;;;ADV;ТАМ;ADV -;М
2223;;деление;ДЕЛЕНИЕ;S n inan nom sg;;;в Америке там _деление_ идёт на либералов;е;и;н;е;л;е;S;ДЕЛЕНИЕ;S n inan nom sg;Е
2224;;идёт;ИДТИ;V ipf praes sg indic act 3p;;;Америке там деление _идёт_ на либералов и;т;ё;д;и;;;V;ИДТИ;V ipf praes sg indic - 3p;И
2225;;на;НА;PR;;;там деление идёт _на_ либералов и это;а;н;;;;;PR;НА;PR;А
2226;;либералов;ЛИБЕРАЛ;S m anim gen pl;;;деление идёт на _либералов_ и это ,;в;о;л;а;р;е;S;ЛИБЕРАЛ;S m anim gen pl;Л
2227;;и;И;CONJ;;;идёт на либералов _и_ это , конечно;и;;;;;;CONJ;И;CONJ;И
2228;;это;ЭТО;SPRO n - nom sg;;;на либералов и _это_ , конечно ,;о;т;э;;;;SPRO;ЭТО;S n - nom sg;О
2229;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2230;;конечно;КОНЕЧНО;PARENTH;;;и это , _конечно_ , демократов .;о;н;ч;е;н;о;ADV;КОНЕЧНО;ADV -;О
2231;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2232;;демократов;ДЕМОКРАТ;S m anim gen pl;;;, конечно , _демократов_ .;в;о;т;а;р;к;S;ДЕМОКРАТ;S m anim gen pl;Т
2233;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2234;;;;;;;;;;;;;;;;;
2235;# sent = 174;;;;;;;;;;;;;;;;
2236;;Ой;ОЙ;INTJ;;;. _Ой_ , демократы и;й;о;;;;;INTJ;ОЙ;INTJ;Й
2237;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2238;;демократы;ДЕМОКРАТ;S m anim nom pl;;;Ой , _демократы_ и кто ?;ы;т;а;р;к;о;S;ДЕМОКРАТ;S m anim nom pl;Т
2239;;и;И;CONJ;;;Ой , демократы _и_ кто ?;и;;;;;;CONJ;И;CONJ;И
2240;;кто;КТО;SPRO m anim nom sg;;;, демократы и _кто_ ?;о;т;к;;;;S;КТО;S m anim nom sg;О
2241;;?;?;PUNCT;;;;;;;;;;PUNCT;;;
2242;;;;;;;;;;;;;;;;;
2243;# sent = 175;;;;;;;;;;;;;;;;
2244;;Консерваторы;КОНСЕРВАТОР;S m anim nom pl;;;? _Консерваторы_ ?;ы;р;о;т;а;в;S;КОНСЕРВАТОР;S m inan gen sg;Р
2245;;?;?;PUNCT;;;;;;;;;;PUNCT;;;
2246;;;;;;;;;;;;;;;;;
2247;# sent = 176;;;;;;;;;;;;;;;;
2248;# speaker = Закадром;;;;;;;;;;;;;;;;
2249;# sent = 177;;;;;;;;;;;;;;;;
2250;;Республиканцы;РЕСПУБЛИКАНЕЦ;S m anim nom pl;;;_Республиканцы_ .;ы;ц;н;а;к;и;S;РЕСПУБЛИКАНЕЦ;S m inan nom sg;Ц
2251;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2252;;;;;;;;;;;;;;;;;
2253;# sent = 178;;;;;;;;;;;;;;;;
2254;# speaker = Арина;;;;;;;;;;;;;;;;
2255;# sent = 179;;;;;;;;;;;;;;;;
2256;;Республиканцы;РЕСПУБЛИКАНЕЦ;S m anim nom pl;;;_Республиканцы_ .;ы;ц;н;а;к;и;S;РЕСПУБЛИКАНЕЦ;S m inan nom sg;Ц
2257;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2258;;;;;;;;;;;;;;;;;
2259;# sent = 180;;;;;;;;;;;;;;;;
2260;;Да;ДА;PART;;;. _Да_ , господи .;а;д;;;;;PART;ДА;PART;А
2261;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2262;;господи;ГОСПОДИ;INTJ;;;Да , _господи_ .;и;д;о;п;с;о;INTJ;ГОСПОДИ;INTJ;И
2263;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2264;;;;;;;;;;;;;;;;;
2265;# sent = 181;;;;;;;;;;;;;;;;
2266;;Ну;НУ;INTJ;;;. _Ну_ у него;у;н;;;;;PART;НУ;PART;У
2267;;у;У;PR;;;Ну _у_ него прям;у;;;;;;PR;У;PR;У
2268;;него;ОН;SPRO sg 3p m gen;;;Ну у _него_ прям;о;г;е;н;;;SPRO;ОН;SPRO sg 3p m acc;Н
2269;"<distinct form=""";;;;;;;;;;;;;;;;
2270;<dist>;прям;;;;;;;;;;;;;;;
2271;""">";;;;;;;;;;;;;;;;
2272;;прямо;ПРЯМО;PART;;;прям _прямо_ истерика .;о;м;я;р;п;;ADV;ПРЯМО;ADV -;О
2273;</distinct>;;;;;;;;;;;;;;;;
2274;;истерика;ИСТЕРИКА;S f inan nom sg;;;прямо _истерика_ .;а;к;и;р;е;т;S;ИСТЕРИКА;S f inan nom sg;А
2275;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2276;;;;;;;;;;;;;;;;;
2277;# sent = 182;;;;;;;;;;;;;;;;
2278;;Ну;НУ;INTJ;;;. _Ну_ конечно ж;у;н;;;;;PART;НУ;PART;У
2279;;конечно;КОНЕЧНО;PARENTH;;;Ну _конечно_ ж;о;н;ч;е;н;о;ADV;КОНЕЧНО;ADV -;О
2280;"<distinct form=""";;;;;;;;;;;;;;;;
2281;<dist>;ж;;;;;;;;;;;;;;;
2282;""">";;;;;;;;;;;;;;;;
2283;;же;ЖЕ;PART;;;ж _же_ .;е;ж;;;;;PART;ЖЕ;PART;Е
2284;</distinct>;;;;;;;;;;;;;;;;
2285;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2286;;;;;;;;;;;;;;;;;
2287;# sent = 183;;;;;;;;;;;;;;;;
2288;;Этот;ЭТОТ;APRO - nom sg m -;;;. _Этот_ телевизор трясёт ,;т;о;т;э;;;APRO;ЭТОТ;A - nom sg plen m -;Т
2289;;телевизор;ТЕЛЕВИЗОР;S m inan acc sg;;;Этот _телевизор_ трясёт , молодец;р;о;з;и;в;е;S;ТЕЛЕВИЗОР;S m inan nom sg;Р
2290;;трясёт;ТРЯСТИ;V ipf praes sg indic tran act 3p;;;Этот телевизор _трясёт_ , молодец .;т;ё;с;я;р;т;V;ТРЯСТИ;V ipf praes sg indic - 3p;И
2291;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
2292;;молодец;МОЛОДЕЦ;S m anim nom sg;;;телевизор трясёт , _молодец_ .;ц;е;д;о;л;о;S;МОЛОДЕЦ;S m anim nom sg;Ц
2293;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
